id,observed_on,time_observed_at,user_id,user_login,quality_grade,latitude,longitude,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
29927442,2019-07-31,2019-07-31 16:26:24 UTC,1067158,steveleavitt,needs_id,32.24820699,-110.90882116,,false,Thasus neocalifornicus,Giant Mesquite Bug,Insecta,207600,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
30066531,2019-08-02,2019-08-02 17:17:00 UTC,442615,roomthily,needs_id,32.2482971646,-110.908687498,,false,Xylocopa,Large Carpenter Bees,Insecta,51111,Hymenoptera,Apidae,Xylocopa,
30066533,2019-08-02,2019-08-02 17:01:00 UTC,442615,roomthily,needs_id,32.248689234,-110.9091515516,,false,Brochymena,Rough Stink Bugs,Insecta,127347,Hemiptera,Pentatomidae,Brochymena,
30066827,2019-08-02,2019-08-02 17:33:00 UTC,442615,roomthily,research,32.2484075033,-110.908912319,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
30066829,2019-08-02,2019-08-02 17:37:00 UTC,442615,roomthily,research,32.2484075033,-110.908912319,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
30066831,2019-08-02,2019-08-02 17:56:00 UTC,442615,roomthily,needs_id,32.2480808841,-110.9089083464,,false,Megachile,"Leafcutter, Mortar, and Resin Bees",Insecta,52784,Hymenoptera,Megachilidae,Megachile,
30066953,2019-08-02,2019-08-02 18:44:00 UTC,442615,roomthily,research,32.2481527259,-110.9087560804,,false,Cotinis mutabilis,Figeater Beetle,Insecta,57665,Coleoptera,Scarabaeidae,Cotinis,Cotinis mutabilis
30066955,2019-08-02,2019-08-02 18:49:00 UTC,442615,roomthily,needs_id,32.2481527259,-110.9087560804,,false,Lepidoptera,Butterflies and Moths,Insecta,47157,Lepidoptera,,,
30067026,2019-08-02,2019-08-02 19:02:00 UTC,442615,roomthily,needs_id,32.2483069814,-110.9082625539,,false,Calephelis nemesis,Fatal Metalmark,Insecta,129363,Lepidoptera,Riodinidae,Calephelis,Calephelis nemesis
30067028,2019-08-02,2019-08-02 19:04:00 UTC,442615,roomthily,research,32.2483069814,-110.9082625539,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
30067120,2019-08-02,2019-08-02 19:05:00 UTC,442615,roomthily,research,32.2482505037,-110.9083114119,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
30067121,2019-08-02,2019-08-02 19:11:00 UTC,442615,roomthily,research,32.2482505037,-110.9083114119,,false,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Strymon,Strymon melinus
30067122,2019-08-02,2019-08-02 19:14:00 UTC,442615,roomthily,research,32.2482505037,-110.9083114119,,false,Copaeodes aurantiaca,Orange Skipperling,Insecta,129415,Lepidoptera,Hesperiidae,Copaeodes,Copaeodes aurantiaca
30067124,2019-08-02,2019-08-02 19:17:00 UTC,442615,roomthily,research,32.2482505037,-110.9083114119,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
30067125,2019-08-02,2019-08-02 19:15:00 UTC,442615,roomthily,needs_id,32.2482505037,-110.9083114119,,false,Eutricharaea,,Insecta,415012,Hymenoptera,Megachilidae,Megachile,
30084862,2019-07-25,2019-07-24 23:38:00 UTC,1790947,miguelenriquez989,research,32.2483159135,-110.9091395524,,false,Papilio rumiko,Western Giant Swallowtail,Insecta,509627,Lepidoptera,Papilionidae,Papilio,Papilio rumiko
30084968,2019-07-25,2019-07-24 23:37:00 UTC,1790947,miguelenriquez989,research,32.2483703565,-110.9090859082,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
30199550,2019-08-04,2019-08-04 15:50:00 UTC,442615,roomthily,research,32.2482945226,-110.908597128,,false,Papilio rumiko,Western Giant Swallowtail,Insecta,509627,Lepidoptera,Papilionidae,Papilio,Papilio rumiko
30199551,2019-08-04,2019-08-04 15:52:00 UTC,442615,roomthily,research,32.2482945226,-110.908597128,,false,Telebasis salva,Desert Firetail,Insecta,113846,Odonata,Coenagrionidae,Telebasis,Telebasis salva
30199552,2019-08-04,2019-08-04 15:56:00 UTC,442615,roomthily,research,32.2482945226,-110.908597128,,false,Ministrymon leda,Leda Ministreak,Insecta,225163,Lepidoptera,Lycaenidae,Ministrymon,Ministrymon leda
30199670,2019-08-04,2019-08-04 16:13:00 UTC,442615,roomthily,needs_id,32.2480608708,-110.9078058764,,false,Svastra duplocincta,Barrel Cactus Longhorn,Insecta,309070,Hymenoptera,Apidae,Svastra,Svastra duplocincta
30199944,2019-08-04,2019-08-04 16:25:00 UTC,442615,roomthily,needs_id,32.2485145631,-110.9078514739,,false,Uresiphita reversalis,Genista Broom Moth,Insecta,121716,Lepidoptera,Crambidae,Uresiphita,Uresiphita reversalis
30199945,2019-08-04,2019-08-04 16:19:00 UTC,442615,roomthily,needs_id,32.2485145631,-110.9078514739,,false,Colias,Clouded Yellows,Insecta,58533,Lepidoptera,Pieridae,Colias,
30199951,2019-08-04,2019-08-04 17:02:00 UTC,442615,roomthily,research,32.2485145631,-110.9078514739,,false,Anthanassa texana,Texan Crescent,Insecta,132339,Lepidoptera,Nymphalidae,Anthanassa,Anthanassa texana
30199955,2019-08-04,2019-08-04 16:52:00 UTC,442615,roomthily,research,32.2485145631,-110.9078514739,,false,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus ceraunus
30200265,2019-08-04,2019-08-04 17:08:00 UTC,442615,roomthily,research,32.2483614242,-110.909093913,,false,Libellula saturata,Flame Skimmer,Insecta,47817,Odonata,Libellulidae,Libellula,Libellula saturata
30200273,2019-08-04,2019-08-04 17:47:00 UTC,442615,roomthily,research,32.2483614242,-110.909093913,,false,Libellula saturata,Flame Skimmer,Insecta,47817,Odonata,Libellulidae,Libellula,Libellula saturata
30200277,2019-08-04,2019-08-04 17:40:00 UTC,442615,roomthily,research,32.2483614242,-110.909093913,,false,Thasus neocalifornicus,Giant Mesquite Bug,Insecta,207600,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
31077935,2019-07-25,2019-07-25 23:21:00 UTC,1148121,logancrees,research,32.248523,-110.908785,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
31262159,2019-08-21,2019-08-21 15:21:00 UTC,442615,roomthily,research,32.2483943001,-110.9090808122,,false,Lestes alacer,Plateau Spreadwing,Insecta,104416,Odonata,Lestidae,Lestes,Lestes alacer
31262160,2019-08-21,2019-08-21 15:25:00 UTC,442615,roomthily,research,32.2483943001,-110.9090808122,,false,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Strymon,Strymon melinus
31262161,2019-08-21,2019-08-21 15:26:00 UTC,442615,roomthily,needs_id,32.2483943001,-110.9090808122,,false,Anthophora californica,California Digger Bee,Insecta,308726,Hymenoptera,Apidae,Anthophora,Anthophora californica
31262163,2019-08-21,2019-08-21 15:27:00 UTC,442615,roomthily,research,32.2483943001,-110.9090808122,,false,Phoebis sennae,Cloudless Sulphur,Insecta,48550,Lepidoptera,Pieridae,Phoebis,Phoebis sennae
31262165,2019-08-21,2019-08-21 15:31:00 UTC,442615,roomthily,research,32.2483943001,-110.9090808122,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
31262166,2019-08-21,2019-08-21 15:55:00 UTC,442615,roomthily,research,32.2480285442,-110.9082938193,,false,Xylocopa californica arizonensis,Arizona Carpenter Bee,Insecta,371461,Hymenoptera,Apidae,Xylocopa,Xylocopa californica
31262168,2019-08-21,2019-08-21 15:55:00 UTC,442615,roomthily,research,32.2484117561,-110.9080539807,,false,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus ceraunus
31262169,2019-08-21,2019-08-21 16:46:00 UTC,442615,roomthily,research,32.2484117561,-110.9080539807,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
31262172,2019-08-21,2019-08-21 17:25:00 UTC,442615,roomthily,research,32.2484117561,-110.9080539807,,false,Anthophora californica,California Digger Bee,Insecta,308726,Hymenoptera,Apidae,Anthophora,Anthophora californica
31262173,2019-08-21,2019-08-21 17:37:00 UTC,442615,roomthily,research,32.2484117561,-110.9080539807,,false,Libellula saturata,Flame Skimmer,Insecta,47817,Odonata,Libellulidae,Libellula,Libellula saturata
31262180,2019-08-21,2019-08-21 18:03:00 UTC,442615,roomthily,research,32.2481042026,-110.9089784967,,false,Papilio pallas bajaensis,,Insecta,509643,Lepidoptera,Papilionidae,Papilio,Papilio pallas
31647325,2018-10-07,2018-10-07 19:31:00 UTC,518008,ingas,needs_id,32.248523,-110.908785,,false,Systasea zampa,Arizona Powdered-Skipper,Insecta,204771,Lepidoptera,Hesperiidae,Systasea,Systasea zampa
32564628,2019-09-07,,2212877,dexinren,research,32.2485317296,-110.9087848663,,false,Thasus neocalifornicus,Giant Mesquite Bug,Insecta,207600,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
32564737,2019-09-07,,2212877,dexinren,research,32.2485408035,-110.9087848663,,false,Brachymyrmex patagonicus,Dark Rover Ant,Insecta,356419,Hymenoptera,Formicidae,Brachymyrmex,Brachymyrmex patagonicus
33154671,2019-09-21,2019-09-21 17:11:25 UTC,2271658,kartan,research,32.248585889,-110.9086866304,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
33155296,2019-09-02,2019-09-02 17:46:15 UTC,2286082,kirsten126,needs_id,32.247975,-110.90828,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
34221677,2019-10-11,2019-10-11 18:02:03 UTC,474634,scottedmunds,research,32.2483366667,-110.908325,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
35419740,2019-11-07,2019-11-07 19:39:52 UTC,2007045,nbjersey,research,32.24833667,-110.90827167,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
35425127,2019-11-07,2019-11-07 22:11:02 UTC,2007045,nbjersey,research,32.24834167,-110.908355,,false,Anthanassa texana,Texan Crescent,Insecta,132339,Lepidoptera,Nymphalidae,Anthanassa,Anthanassa texana
35425147,2019-11-07,2019-11-07 22:10:55 UTC,2007045,nbjersey,research,32.24832167,-110.90834167,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
35425159,2019-11-07,2019-11-07 22:10:50 UTC,2007045,nbjersey,research,32.24831667,-110.90834167,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
35459574,2019-11-08,2019-11-08 19:13:08 UTC,1424273,paulswitzer,research,32.24838833,-110.90843333,,false,Anthanassa texana,Texan Crescent,Insecta,132339,Lepidoptera,Nymphalidae,Anthanassa,Anthanassa texana
35459602,2019-11-08,2019-11-08 19:06:41 UTC,1424273,paulswitzer,research,32.24831333,-110.90826333,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
35459722,2019-11-08,2019-11-08 19:01:21 UTC,1424273,paulswitzer,research,32.24831333,-110.90826333,,false,Copestylum mexicanum,Mexican Cactus Fly,Insecta,128845,Diptera,Syrphidae,Copestylum,Copestylum mexicanum
35466804,2019-11-08,2019-11-08 22:35:07 UTC,1424273,paulswitzer,needs_id,32.24801667,-110.90952167,,false,Papilio polyxenes,Black Swallowtail,Insecta,58523,Lepidoptera,Papilionidae,Papilio,Papilio polyxenes
35466907,2019-11-08,2019-11-08 22:13:26 UTC,1424273,paulswitzer,needs_id,32.248005,-110.90814167,,false,Lucilia,Greenbottle Flies,Insecta,61858,Diptera,Calliphoridae,Lucilia,
35467064,2019-11-08,2019-11-08 22:33:36 UTC,2025917,jewelwing66,research,32.2481116667,-110.90943,,false,Schistocerca nitens,Gray Bird Grasshopper,Insecta,52158,Orthoptera,Acrididae,Schistocerca,Schistocerca nitens
35467072,2019-11-08,2019-11-08 19:06:08 UTC,1424273,paulswitzer,research,32.248325,-110.90823333,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
35477332,2019-11-08,2019-11-08 18:26:57 UTC,1310523,blancadog,research,32.2484782014,-110.908566946,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
35477391,2019-11-08,2019-11-08 18:59:06 UTC,1310523,blancadog,research,32.2483674708,-110.908566083,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
35477479,2019-11-08,2019-11-08 19:09:52 UTC,1310523,blancadog,research,32.2483868381,-110.9085466026,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
35477611,2019-11-08,2019-11-08 19:10:47 UTC,1310523,blancadog,research,32.2483981914,-110.908597041,,false,Anthanassa texana,Texan Crescent,Insecta,132339,Lepidoptera,Nymphalidae,Anthanassa,Anthanassa texana
35477674,2019-11-08,2019-11-08 20:51:30 UTC,1310523,blancadog,needs_id,32.2483763814,-110.9085935654,,false,Crambidae,Crambid Snout Moths,Insecta,52002,Lepidoptera,Crambidae,,
35477748,2019-11-08,2019-11-08 19:11:42 UTC,1310523,blancadog,research,32.248357629,-110.9085283414,,false,Copestylum mexicanum,Mexican Cactus Fly,Insecta,128845,Diptera,Syrphidae,Copestylum,Copestylum mexicanum
35478046,2019-11-08,2019-11-08 19:10:07 UTC,1310523,blancadog,research,32.2483298898,-110.9086117339,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
35478121,2019-11-08,2019-11-08 22:19:21 UTC,2025917,jewelwing66,research,32.247955,-110.9076833333,,false,Allograpta exotica,Exotic Streaktail,Insecta,338310,Diptera,Syrphidae,Allograpta,Allograpta exotica
35478190,2019-11-08,2019-11-08 22:10:43 UTC,2025917,jewelwing66,research,32.2482533333,-110.9083033333,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
35478357,2019-11-08,2019-11-08 22:07:40 UTC,2025917,jewelwing66,research,32.2483033333,-110.9083633333,,false,Copestylum mexicanum,Mexican Cactus Fly,Insecta,128845,Diptera,Syrphidae,Copestylum,Copestylum mexicanum
35663521,2019-11-08,2019-11-08 18:44:12 UTC,1424273,paulswitzer,research,32.24809667,-110.90778333,,false,Asterocampa leilia,Empress Leilia,Insecta,148793,Lepidoptera,Nymphalidae,Asterocampa,Asterocampa leilia
36026671,2019-11-08,2019-11-08 19:17:00 UTC,1424273,paulswitzer,research,32.2484730043,-110.9090323479,,false,Papilio rumiko,Western Giant Swallowtail,Insecta,509627,Lepidoptera,Papilionidae,Papilio,Papilio rumiko
36226239,2019-11-30,2019-11-30 19:40:21 UTC,4358,ronsavage,research,32.24828176,-110.90833976,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
36240213,2015-08-06,,518008,ingas,needs_id,32.248523,-110.908785,,false,Penstemonia,,Insecta,62711,Lepidoptera,Sesiidae,Penstemonia,
36274315,2019-12-01,2019-12-01 20:55:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Libytheana carinenta,American Snout,Insecta,58561,Lepidoptera,Nymphalidae,Libytheana,Libytheana carinenta
36274316,2019-12-01,2019-12-01 21:00:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Augochlorella,,Insecta,82526,Hymenoptera,Halictidae,Augochlorella,
36274319,2019-12-01,2019-12-01 21:00:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
36274320,2019-12-01,2019-12-01 21:02:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Eristalinae,Drone Flies & Kin,Insecta,326181,Diptera,Syrphidae,,
36274321,2019-12-01,2019-12-01 21:03:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
36274323,2019-12-01,2019-12-01 21:04:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Anthanassa texana,Texan Crescent,Insecta,132339,Lepidoptera,Nymphalidae,Anthanassa,Anthanassa texana
36274324,2019-12-01,2019-12-01 21:06:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
36274326,2019-12-01,2019-12-01 21:18:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
36274327,2019-12-01,2019-12-01 21:18:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Copestylum mexicanum,Mexican Cactus Fly,Insecta,128845,Diptera,Syrphidae,Copestylum,Copestylum mexicanum
36274328,2019-12-01,2019-12-01 21:19:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
36274330,2019-12-01,2019-12-01 21:28:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
36274332,2019-12-01,2019-12-01 21:29:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Copestylum isabellina,Isabelle's Bromeliad Fly,Insecta,859117,Diptera,Syrphidae,Copestylum,Copestylum isabellina
36274333,2019-12-01,2019-12-01 21:29:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
36274335,2019-12-01,2019-12-01 21:44:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Bruchinae,Pea and Bean Weevils,Insecta,336037,Coleoptera,Chrysomelidae,,
36274336,2019-12-01,2019-12-01 21:45:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Miridae,Plant Bugs,Insecta,53505,Hemiptera,Miridae,,
36274337,2019-12-01,2019-12-01 21:46:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Villa,,Insecta,133762,Diptera,Bombyliidae,Villa,
36274338,2019-12-01,2019-12-01 21:48:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Copestylum,Bromeliad Flies,Insecta,128846,Diptera,Syrphidae,Copestylum,
36274339,2019-12-01,2019-12-01 21:48:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Dialictus,Metallic Sweat Bees,Insecta,126545,Hymenoptera,Halictidae,Lasioglossum,
36274341,2019-12-01,2019-12-01 21:49:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Bruchinae,Pea and Bean Weevils,Insecta,336037,Coleoptera,Chrysomelidae,,
36274343,2019-12-01,2019-12-01 22:07:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Halictinae,,Insecta,134106,Hymenoptera,Halictidae,,
36274345,2019-12-01,2019-12-01 21:48:00 UTC,442615,roomthily,research,32.2483997979,-110.9086816719,,false,Syritta pipiens,Thick-legged Hover Fly,Insecta,81979,Diptera,Syrphidae,Syritta,Syritta pipiens
36274346,2019-12-01,2019-12-01 22:10:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Dioprosopa clavata,Four-speckled Hover Fly,Insecta,479803,Diptera,Syrphidae,Dioprosopa,Dioprosopa clavata
36281713,2019-12-01,2019-12-01 21:54:45 UTC,442615,roomthily,needs_id,32.248375,-110.90815,,false,Insecta,Insects,Insecta,47158,,,,
36595590,2019-12-12,2019-12-12 19:52:30 UTC,1424273,paulswitzer,research,32.24862833,-110.90888833,,false,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
36660118,2019-12-14,2019-12-14 16:58:21 UTC,1424273,paulswitzer,research,32.24865833,-110.90892,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
36660139,2019-12-14,2019-12-14 17:16:52 UTC,1424273,paulswitzer,research,32.24818,-110.90813333,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
36660170,2019-12-14,2019-12-14 18:09:34 UTC,1424273,paulswitzer,research,32.248375,-110.908005,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
36660192,2019-12-14,2019-12-14 18:59:32 UTC,1424273,paulswitzer,needs_id,32.24834667,-110.908005,,false,Largus californicus,California Bordered Plant Bug,Insecta,52986,Hemiptera,Largidae,Largus,Largus californicus
38517207,2020-02-10,2020-02-10 17:22:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
38517208,2020-02-10,2020-02-10 17:31:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
38517209,2020-02-10,2020-02-10 17:32:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
38517214,2020-02-10,2020-02-10 17:51:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
38517215,2020-02-10,2020-02-10 17:53:00 UTC,442615,roomthily,needs_id,32.2482054146,-110.9086777098,,false,Tipula,,Insecta,60393,Diptera,Tipulidae,Tipula,
38517216,2020-02-10,2020-02-10 18:30:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Strymon,Strymon melinus
38517217,2020-02-10,2020-02-10 18:36:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Xylocopa sonorina,Valley Carpenter Bee,Insecta,244216,Hymenoptera,Apidae,Xylocopa,Xylocopa sonorina
44609942,2020-02-29,2020-02-29 20:20:54 UTC,1128542,amrahne,research,32.2483119925,-110.9091133937,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
44785688,2018-08-21,2018-08-21 15:26:00 UTC,2873093,wellersl,needs_id,32.248523,-110.908785,,false,Orthoptera,"Grasshoppers, Crickets, and Katydids",Insecta,47651,Orthoptera,,,
46675147,2014-09-24,2014-09-24 21:23:00 UTC,342811,keithroragen,research,32.2489222484,-110.9086562549,,false,Moneilema gigas,Giant Cactus Longhorn Beetle,Insecta,129340,Coleoptera,Cerambycidae,Moneilema,Moneilema gigas
46675148,2014-09-24,2014-09-24 22:00:00 UTC,342811,keithroragen,needs_id,32.2489222484,-110.9086562549,,false,Aetole,,Insecta,82521,Lepidoptera,Heliodinidae,Aetole,
46675149,2014-09-24,2014-09-24 22:00:00 UTC,342811,keithroragen,needs_id,32.2489222484,-110.9086562549,,false,Copaeodes aurantiaca,Orange Skipperling,Insecta,129415,Lepidoptera,Hesperiidae,Copaeodes,Copaeodes aurantiaca
46675171,2014-09-24,2014-09-24 22:21:00 UTC,342811,keithroragen,research,32.2489222484,-110.9086562549,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
54477143,2020-07-22,,3089922,riverkestrel,research,32.248523,-110.908785,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
54477146,2020-07-22,,3089922,riverkestrel,research,32.248523,-110.908785,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
56536407,2020-08-15,2020-08-15 17:37:25 UTC,777339,transplanter_,needs_id,32.24850058,-110.909173,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
56538338,2020-08-15,2020-08-15 17:42:30 UTC,777339,transplanter_,research,32.2485779,-110.9086552,,false,Thasus neocalifornicus,Giant Mesquite Bug,Insecta,207600,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
56807779,2020-08-15,2020-08-15 07:36:00 UTC,777339,transplanter_,research,32.248523,-110.908785,,false,Battus philenor,Pipevine Swallowtail,Insecta,49972,Lepidoptera,Papilionidae,Battus,Battus philenor
56807928,2020-08-14,2020-08-15 06:42:00 UTC,777339,transplanter_,needs_id,32.248523,-110.908785,,false,Melittia,,Insecta,133347,Lepidoptera,Sesiidae,Melittia,
56810372,2020-08-15,2020-08-15 07:18:00 UTC,777339,transplanter_,research,32.248523,-110.908785,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
56810373,2020-08-15,2020-08-15 07:20:00 UTC,777339,transplanter_,needs_id,32.248523,-110.908785,,false,Calephelis nemesis,Fatal Metalmark,Insecta,129363,Lepidoptera,Riodinidae,Calephelis,Calephelis nemesis
57390297,2009-08-29,2009-08-29 14:36:14 UTC,2114602,sarahwww,research,32.2481673023,-110.908734492,,false,Thasus neocalifornicus,Giant Mesquite Bug,Insecta,207600,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
57599751,2005-07-19,2005-07-19 21:49:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
57599752,2005-07-19,2005-07-19 21:30:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Battus philenor,Pipevine Swallowtail,Insecta,49972,Lepidoptera,Papilionidae,Battus,Battus philenor
57599753,2005-07-19,2005-07-19 21:29:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Burnsius albescens,White Checkered-Skipper,Insecta,1038405,Lepidoptera,Hesperiidae,Burnsius,Burnsius albescens
57599755,2005-07-19,2005-07-19 21:20:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Pontia protodice,Checkered White,Insecta,59119,Lepidoptera,Pieridae,Pontia,Pontia protodice
57599757,2005-07-19,2005-07-19 21:14:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus ceraunus
57599758,2005-07-19,2005-07-19 21:10:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Zerene cesonia,Southern Dogface,Insecta,129362,Lepidoptera,Pieridae,Zerene,Zerene cesonia
