Year,Month,Day,Order,Family,Genus,Species,Observer ID
2017,4,12,Hymenoptera,Vespidae,Polistes,arizonensis,446521
2017,4,12,Hymenoptera,Vespidae,Polistes,arizonensis,437666
2017,4,12,Hymenoptera,Vespidae,Polistes,arizonensis,437879
2017,4,12,Hymenoptera,Vespidae,Polistes,arizonensis,449098
2017,4,28,Hymenoptera,Vespidae,Polistes,arizonensis,390829
2018,4,11,Hymenoptera,Vespidae,Polistes,arizonensis,843664
2018,4,11,Hymenoptera,Vespidae,Polistes,arizonensis,844329
2018,4,11,Hymenoptera,Vespidae,Polistes,arizonensis,844078
2018,4,11,Hymenoptera,Vespidae,Polistes,arizonensis,843423
2018,4,11,Hymenoptera,Vespidae,Polistes,arizonensis,844853
2018,6,2,Hymenoptera,Vespidae,Polistes,arizonensis,941175
2018,11,5,Hymenoptera,Vespidae,Polistes,arizonensis,1355203
2019,9,4,Hymenoptera,Vespidae,Polistes,arizonensis,2212957
2019,9,5,Hymenoptera,Vespidae,Polistes,arizonensis,2176266
2019,9,10,Hymenoptera,Vespidae,Polistes,arizonensis,2212882
2019,9,10,Hymenoptera,Vespidae,Polistes,arizonensis,2212971
2019,9,10,Hymenoptera,Vespidae,Polistes,arizonensis,1948815
2019,9,11,Hymenoptera,Vespidae,Polistes,arizonensis,2212898
2019,9,11,Hymenoptera,Vespidae,Polistes,arizonensis,2219029
2019,9,11,Hymenoptera,Vespidae,Polistes,arizonensis,2213153
2019,9,15,Hymenoptera,Vespidae,Polistes,arizonensis,2212947
2020,3,7,Hymenoptera,Vespidae,Polistes,arizonensis,805798
2020,8,31,Hymenoptera,Vespidae,Polistes,arizonensis,3551450
2017,4,12,Hymenoptera,Vespidae,Polistes,aurifer,448018
2017,4,12,Hymenoptera,Vespidae,Polistes,aurifer,442325
2017,4,12,Hymenoptera,Vespidae,Polistes,aurifer,440420
2017,4,12,Hymenoptera,Vespidae,Polistes,aurifer,449091
2017,4,12,Hymenoptera,Vespidae,Polistes,aurifer,446331
2017,4,14,Hymenoptera,Vespidae,Polistes,aurifer,448018
2017,6,1,Hymenoptera,Vespidae,Polistes,aurifer,81261
2018,4,11,Hymenoptera,Vespidae,Polistes,aurifer,845315
2018,5,9,Hymenoptera,Vespidae,Polistes,aurifer,886730
2018,5,10,Hymenoptera,Vespidae,Polistes,aurifer,863686
2019,9,9,Hymenoptera,Vespidae,Polistes,aurifer,2240428
2019,9,11,Hymenoptera,Vespidae,Polistes,aurifer,2213725
2019,10,7,Hymenoptera,Vespidae,Polistes,aurifer,2212957
2020,3,7,Hymenoptera,Vespidae,Polistes,aurifer,2626883
2020,5,20,Hymenoptera,Vespidae,Polistes,aurifer,284685
2020,8,10,Hymenoptera,Vespidae,Polistes,aurifer,2025917
2020,8,26,Hymenoptera,Vespidae,Polistes,aurifer,3521301
2008,7,15,Hymenoptera,Vespidae,Polistes,flavus,3785
2017,4,12,Hymenoptera,Vespidae,,,448415
2017,4,12,Hymenoptera,Vespidae,,,447037
2017,4,12,Hymenoptera,Vespidae,,,449103
2017,4,12,Hymenoptera,Vespidae,,,449110
2017,4,12,Hymenoptera,Vespidae,,,448979
2018,5,10,Hymenoptera,Vespidae,,,856439
2018,11,8,Hymenoptera,Vespidae,,,1309048
2018,11,29,Hymenoptera,Vespidae,,,1369493
2019,9,12,Hymenoptera,Vespidae,,,2230632
2019,9,12,Hymenoptera,Vespidae,,,2248722
2019,9,13,Hymenoptera,Vespidae,,,2231715
2019,9,25,Hymenoptera,Vespidae,,,2212950
2019,12,14,Hymenoptera,Vespidae,,,2317842
2020,3,6,Hymenoptera,Vespidae,,,2698754
2020,3,7,Hymenoptera,Vespidae,,,2854972
2020,6,22,Hymenoptera,Vespidae,,,2251296
2020,8,23,Hymenoptera,Vespidae,,,3482649
2020,8,25,Hymenoptera,Vespidae,,,3515561
2020,8,31,Hymenoptera,Vespidae,,,3591708
2020,9,18,Hymenoptera,Vespidae,,,3551697
2015,10,29,Hymenoptera,,,,84403
2016,3,14,Hymenoptera,,,,197070
2016,3,14,Hymenoptera,,,,197114
2016,3,14,Hymenoptera,,,,197105
2016,4,5,Hymenoptera,,,,216757
2016,4,11,Hymenoptera,,,,214495
2016,9,26,Hymenoptera,,,,21718
2017,4,12,Hymenoptera,,,,449091
2017,4,12,Hymenoptera,,,,442325
2017,4,12,Hymenoptera,,,,448987
2017,4,12,Hymenoptera,,,,440611
2017,4,12,Hymenoptera,,,,446236
2017,4,12,Hymenoptera,,,,443529
2017,4,12,Hymenoptera,,,,441578
2017,4,12,Hymenoptera,,,,448979
2017,4,12,Hymenoptera,,,,437715
2017,4,12,Hymenoptera,,,,447093
2017,4,12,Hymenoptera,,,,449022
2017,4,12,Hymenoptera,,,,448413
2017,4,12,Hymenoptera,,,,446247
2017,4,12,Hymenoptera,,,,448987
2017,4,12,Hymenoptera,,,,448018
2017,4,12,Hymenoptera,,,,448979
2017,4,12,Hymenoptera,,,,449091
2017,4,12,Hymenoptera,,,,449043
2017,4,12,Hymenoptera,,,,449098
2017,4,12,Hymenoptera,,,,447037
2017,4,12,Hymenoptera,,,,443529
2017,4,12,Hymenoptera,,,,437748
2017,4,12,Hymenoptera,,,,449043
2017,4,12,Hymenoptera,,,,437715
2017,4,12,Hymenoptera,,,,448920
2017,4,12,Hymenoptera,,,,449098
2017,4,12,Hymenoptera,,,,449064
2017,4,12,Hymenoptera,,,,449188
2017,4,12,Hymenoptera,,,,449093
2017,9,22,Hymenoptera,,,,597767
2017,9,22,Hymenoptera,,,,597767
2017,9,26,Hymenoptera,,,,597767
2018,4,11,Hymenoptera,,,,841598
2018,4,11,Hymenoptera,,,,841598
2018,4,11,Hymenoptera,,,,841495
2018,4,11,Hymenoptera,,,,841495
2018,4,11,Hymenoptera,,,,312304
2018,4,11,Hymenoptera,,,,844078
2018,4,12,Hymenoptera,,,,844282
2018,4,23,Hymenoptera,,,,845269
2018,4,23,Hymenoptera,,,,889446
2018,5,10,Hymenoptera,,,,863669
2018,12,3,Hymenoptera,,,,1377940
2019,3,31,Hymenoptera,,,,284685
2019,7,10,Hymenoptera,,,,1977541
2019,9,9,Hymenoptera,,,,2239270
2019,9,11,Hymenoptera,,,,2240371
2019,9,16,Hymenoptera,,,,2266567
2019,11,12,Hymenoptera,,,,2408636
2020,4,15,Hymenoptera,,,,1923420
2020,5,11,Hymenoptera,,,,2949402
2020,7,9,Hymenoptera,,,,1923420
2020,7,9,Hymenoptera,,,,1923420
2020,7,10,Hymenoptera,,,,1923420
2020,7,10,Hymenoptera,,,,1923420
2020,7,27,Hymenoptera,,,,1923420
2020,8,26,Hymenoptera,,,,3517599
2020,6,5,Lepidoptera,Crambidae,Pyrausta,laticlavia,572152
2018,11,9,Lepidoptera,Crambidae,Uresiphita,reversalis,904914
2018,11,15,Lepidoptera,Crambidae,Uresiphita,reversalis,1189161
2020,5,12,Lepidoptera,Crambidae,Uresiphita,reversalis,2955195
2016,4,12,Lepidoptera,Erebidae,Bulia,deducta,210780
2018,4,30,Lepidoptera,Erebidae,Caenurgina,erechtea,929143
2019,9,8,Lepidoptera,Erebidae,Forsebia,cinis,2212925
2020,6,24,Lepidoptera,Erebidae,Forsebia,cinis,2251296
2018,4,11,Lepidoptera,Erebidae,,,844131
2018,4,11,Lepidoptera,Erebidae,,,843423
2019,9,13,Lepidoptera,Erebidae,,,2212757
2020,3,7,Lepidoptera,Erebidae,,,805798
2016,4,8,Lepidoptera,Geometridae,,,215290
2016,4,11,Lepidoptera,Geometridae,,,214458
2016,4,14,Lepidoptera,Geometridae,,,210733
2018,4,11,Lepidoptera,Geometridae,,,841477
2018,4,11,Lepidoptera,Geometridae,,,842953
2018,4,11,Lepidoptera,Geometridae,,,843664
2018,4,11,Lepidoptera,Geometridae,,,844131
2018,5,6,Lepidoptera,Geometridae,,,841386
2018,5,9,Lepidoptera,Geometridae,,,863232
2018,11,14,Lepidoptera,Geometridae,,,1273752
2018,12,12,Lepidoptera,Geometridae,,,1368452
2019,4,13,Lepidoptera,Geometridae,,,572152
2018,4,23,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,841477
2018,4,23,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,312304
2018,4,23,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,845013
2020,5,5,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,1923420
2017,9,26,Lepidoptera,Hesperiidae,Erynnis,funeralis,597767
2008,10,18,Lepidoptera,Hesperiidae,Hylephila,phyleus,3785
2016,7,25,Lepidoptera,Hesperiidae,Hylephila,phyleus,21718
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,442764
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,442325
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,440611
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,447037
2017,4,14,Lepidoptera,Hesperiidae,Hylephila,phyleus,446482
2017,7,4,Lepidoptera,Hesperiidae,Hylephila,phyleus,21718
2017,9,22,Lepidoptera,Hesperiidae,Hylephila,phyleus,597767
2017,9,26,Lepidoptera,Hesperiidae,Hylephila,phyleus,597767
2017,9,26,Lepidoptera,Hesperiidae,Hylephila,phyleus,597767
2018,4,11,Lepidoptera,Hesperiidae,Hylephila,phyleus,841126
2018,4,11,Lepidoptera,Hesperiidae,Hylephila,phyleus,841249
2019,8,26,Lepidoptera,Hesperiidae,Hylephila,phyleus,2212957
2019,9,5,Lepidoptera,Hesperiidae,Hylephila,phyleus,2212884
2020,8,10,Lepidoptera,Hesperiidae,Hylephila,phyleus,1424273
2017,7,4,Lepidoptera,Hesperiidae,Lerodea,eufala,232369
2016,4,11,Lepidoptera,Hesperiidae,,,214495
2016,4,12,Lepidoptera,Hesperiidae,,,215211
2017,4,12,Lepidoptera,Hesperiidae,,,446247
2017,4,12,Lepidoptera,Hesperiidae,,,449091
2017,4,14,Lepidoptera,Hesperiidae,,,446482
2017,7,4,Lepidoptera,Hesperiidae,,,21718
2017,9,26,Lepidoptera,Hesperiidae,,,597767
2018,4,23,Lepidoptera,Hesperiidae,,,845299
2016,11,30,Lepidoptera,Lycaenidae,Brephidium,exilis,21718
2016,11,30,Lepidoptera,Lycaenidae,Brephidium,exilis,376957
2016,11,30,Lepidoptera,Lycaenidae,Brephidium,exilis,376959
2017,9,21,Lepidoptera,Lycaenidae,Brephidium,exilis,597767
2018,11,2,Lepidoptera,Lycaenidae,Brephidium,exilis,572152
2016,11,30,Lepidoptera,Lycaenidae,Echinargus,isola,21718
2017,9,21,Lepidoptera,Lycaenidae,Echinargus,isola,597767
2016,6,3,Lepidoptera,Lycaenidae,Leptotes,marina,232369
2017,4,12,Lepidoptera,Lycaenidae,Leptotes,marina,437715
2017,4,26,Lepidoptera,Lycaenidae,Leptotes,marina,449188
2017,6,1,Lepidoptera,Lycaenidae,Leptotes,marina,81261
2017,9,18,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2017,9,21,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2017,9,22,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2017,9,26,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,842953
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,844282
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,841477
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,312304
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,312304
2018,10,24,Lepidoptera,Lycaenidae,Leptotes,marina,1273752
2019,11,8,Lepidoptera,Lycaenidae,Leptotes,marina,2408657
2017,5,4,Lepidoptera,Lycaenidae,Strymon,melinus,232369
2017,9,22,Lepidoptera,Lycaenidae,Strymon,melinus,597767
2016,11,30,Lepidoptera,Lycaenidae,,,376969
2016,11,30,Lepidoptera,Lycaenidae,,,376959
2017,4,12,Lepidoptera,Lycaenidae,,,449043
2017,4,13,Lepidoptera,Lycaenidae,,,437666
2017,4,10,Lepidoptera,Noctuidae,Cobubatha,lixiva,409665
2017,8,26,Lepidoptera,Noctuidae,Euscirrhopterus,cosyra,572152
2017,1,27,Lepidoptera,Noctuidae,Noctua,pronuba,1329312
2019,9,16,Lepidoptera,Noctuidae,Spodoptera,exigua,2248838
2019,3,23,Lepidoptera,Noctuidae,Trichoplusia,ni,572152
2016,4,11,Lepidoptera,Noctuidae,,,214437
2016,4,11,Lepidoptera,Noctuidae,,,214418
2017,4,23,Lepidoptera,Noctuidae,,,437666
2019,10,21,Lepidoptera,Noctuidae,,,2212957
2020,4,16,Lepidoptera,Noctuidae,,,2854972
2020,4,24,Lepidoptera,Noctuidae,,,2837043
2020,9,3,Lepidoptera,Noctuidae,,,3515540
2016,10,3,Lepidoptera,Nymphalidae,Agraulis,vanillae,321455
2015,3,12,Lepidoptera,Nymphalidae,Anthanassa,texana,104316
2017,4,12,Lepidoptera,Nymphalidae,Anthanassa,texana,449087
2017,4,21,Lepidoptera,Nymphalidae,Anthanassa,texana,449103
2017,4,21,Lepidoptera,Nymphalidae,Anthanassa,texana,460280
2017,6,1,Lepidoptera,Nymphalidae,Anthanassa,texana,81261
2020,3,7,Lepidoptera,Nymphalidae,Anthanassa,texana,805798
2020,6,25,Lepidoptera,Nymphalidae,Anthanassa,texana,2251296
2020,8,10,Lepidoptera,Nymphalidae,Asterocampa,celtis,1424273
2020,8,13,Lepidoptera,Nymphalidae,Asterocampa,celtis,284246
2018,11,13,Lepidoptera,Nymphalidae,Chlosyne,lacinia,1273789
2016,11,30,Lepidoptera,Nymphalidae,Danaus,gilippus,6600
2016,11,30,Lepidoptera,Nymphalidae,Danaus,gilippus,21718
2016,11,30,Lepidoptera,Nymphalidae,Danaus,gilippus,376969
2017,7,28,Lepidoptera,Nymphalidae,Danaus,gilippus,551673
2017,8,21,Lepidoptera,Nymphalidae,Danaus,gilippus,21718
2017,9,22,Lepidoptera,Nymphalidae,Danaus,gilippus,597767
2017,9,22,Lepidoptera,Nymphalidae,Danaus,gilippus,597767
2017,9,24,Lepidoptera,Nymphalidae,Danaus,gilippus,841386
2017,10,16,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2017,10,17,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2017,10,17,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2017,10,25,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2018,8,30,Lepidoptera,Nymphalidae,Danaus,gilippus,904914
2018,10,15,Lepidoptera,Nymphalidae,Danaus,gilippus,1264441
2018,11,3,Lepidoptera,Nymphalidae,Danaus,gilippus,572152
2019,2,8,Lepidoptera,Nymphalidae,Danaus,gilippus,1356621
2019,3,29,Lepidoptera,Nymphalidae,Danaus,gilippus,831224
2019,9,11,Lepidoptera,Nymphalidae,Danaus,gilippus,2212895
2019,9,11,Lepidoptera,Nymphalidae,Danaus,gilippus,2213153
2019,9,12,Lepidoptera,Nymphalidae,Danaus,gilippus,2263024
2019,10,10,Lepidoptera,Nymphalidae,Danaus,gilippus,2251296
2019,11,12,Lepidoptera,Nymphalidae,Danaus,gilippus,2408669
2020,2,29,Lepidoptera,Nymphalidae,Danaus,gilippus,442615
2020,8,26,Lepidoptera,Nymphalidae,Danaus,gilippus,1029844
2020,9,21,Lepidoptera,Nymphalidae,Danaus,gilippus,3515561
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1273722
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1273795
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1273712
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1189161
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1324169
2018,10,29,Lepidoptera,Nymphalidae,Danaus,plexippus,579856
2018,12,2,Lepidoptera,Nymphalidae,Danaus,plexippus,63638
2019,1,25,Lepidoptera,Nymphalidae,Danaus,plexippus,232369
2019,4,8,Lepidoptera,Nymphalidae,Danaus,plexippus,232369
2019,9,2,Lepidoptera,Nymphalidae,Danaus,plexippus,2408669
2019,11,1,Lepidoptera,Nymphalidae,Danaus,plexippus,1356621
2019,12,4,Lepidoptera,Nymphalidae,Danaus,plexippus,232369
2020,3,14,Lepidoptera,Nymphalidae,Danaus,plexippus,512348
2020,4,17,Lepidoptera,Nymphalidae,Danaus,plexippus,1923420
2020,8,10,Lepidoptera,Nymphalidae,Danaus,plexippus,1424273
2020,4,24,Lepidoptera,Nymphalidae,Junonia,coenia,2626873
2017,9,22,Lepidoptera,Nymphalidae,Libytheana,carinenta,597767
2018,9,29,Lepidoptera,Nymphalidae,Libytheana,carinenta,572152
2018,10,9,Lepidoptera,Nymphalidae,Libytheana,carinenta,904914
2018,10,12,Lepidoptera,Nymphalidae,Libytheana,carinenta,904914
2018,12,3,Lepidoptera,Nymphalidae,Libytheana,carinenta,1273752
2017,4,10,Lepidoptera,Nymphalidae,Vanessa,cardui,411143
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,439943
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,437715
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,448415
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,446331
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,443529
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,440611
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,449064
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,449022
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,439943
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,449115
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,448018
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,437666
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,437879
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,446236
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,448018
2017,4,13,Lepidoptera,Nymphalidae,Vanessa,cardui,449103
2017,4,13,Lepidoptera,Nymphalidae,Vanessa,cardui,437666
2017,4,14,Lepidoptera,Nymphalidae,Vanessa,cardui,446482
2017,9,22,Lepidoptera,Nymphalidae,Vanessa,cardui,278739
2017,9,22,Lepidoptera,Nymphalidae,Vanessa,cardui,597767
2017,9,22,Lepidoptera,Nymphalidae,Vanessa,cardui,597767
2017,9,26,Lepidoptera,Nymphalidae,Vanessa,cardui,597767
2017,11,17,Lepidoptera,Nymphalidae,Vanessa,cardui,600003
2017,11,28,Lepidoptera,Nymphalidae,Vanessa,cardui,841386
2018,12,1,Lepidoptera,Nymphalidae,Vanessa,cardui,1380715
2019,9,4,Lepidoptera,Nymphalidae,Vanessa,cardui,2212957
2019,9,4,Lepidoptera,Nymphalidae,Vanessa,cardui,2212959
2017,4,10,Lepidoptera,Nymphalidae,Vanessa,virginiensis,443192
2016,11,19,Lepidoptera,Nymphalidae,,,331062
2017,4,12,Lepidoptera,Nymphalidae,,,449022
2017,4,12,Lepidoptera,Nymphalidae,,,448869
2017,11,28,Lepidoptera,Nymphalidae,,,719230
2018,10,12,Lepidoptera,Nymphalidae,,,1310104
2020,8,8,Lepidoptera,Nymphalidae,,,2251296
2018,9,12,Lepidoptera,Papilionidae,Battus,philenor,579856
2019,3,19,Lepidoptera,Papilionidae,Battus,philenor,296672
2019,9,4,Lepidoptera,Papilionidae,Battus,philenor,2212957
2014,10,3,Lepidoptera,Papilionidae,Papilio,polyxenes,52181
2016,6,29,Lepidoptera,Papilionidae,Papilio,polyxenes,21718
2019,9,13,Lepidoptera,Papilionidae,Papilio,polyxenes,2264217
2019,9,14,Lepidoptera,Papilionidae,Papilio,polyxenes,2264217
2020,5,6,Lepidoptera,Papilionidae,Papilio,polyxenes,284685
2016,3,16,Lepidoptera,Papilionidae,Papilio,rumiko,197112
2016,10,30,Lepidoptera,Papilionidae,Papilio,rumiko,287211
2017,4,12,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,232369
2017,4,14,Lepidoptera,Papilionidae,Papilio,rumiko,449064
2017,9,18,Lepidoptera,Papilionidae,Papilio,rumiko,493312
2017,9,22,Lepidoptera,Papilionidae,Papilio,rumiko,597767
2018,4,11,Lepidoptera,Papilionidae,Papilio,rumiko,841249
2018,4,26,Lepidoptera,Papilionidae,Papilio,rumiko,841386
2018,11,3,Lepidoptera,Papilionidae,Papilio,rumiko,1375082
2019,4,26,Lepidoptera,Papilionidae,Papilio,rumiko,512993
2019,9,6,Lepidoptera,Papilionidae,Papilio,rumiko,2213402
2019,9,14,Lepidoptera,Papilionidae,Papilio,rumiko,2239223
2019,9,15,Lepidoptera,Papilionidae,Papilio,rumiko,2212953
2019,10,31,Lepidoptera,Papilionidae,Papilio,rumiko,2408646
2019,11,12,Lepidoptera,Papilionidae,Papilio,rumiko,2408669
2020,1,7,Lepidoptera,Papilionidae,Papilio,rumiko,1923420
2020,4,21,Lepidoptera,Papilionidae,Papilio,rumiko,2251296
2020,4,23,Lepidoptera,Papilionidae,Papilio,rumiko,1923420
2016,3,16,Lepidoptera,Papilionidae,,,181333
2020,8,10,Lepidoptera,Pieridae,Colias,eurytheme,1424273
2018,11,28,Lepidoptera,Pieridae,Phoebis,agarithe,1370832
2016,9,26,Lepidoptera,Pieridae,Phoebis,sennae,21718
2016,9,26,Lepidoptera,Pieridae,Phoebis,sennae,6600
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,6600
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376957
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,21718
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376969
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376959
2017,9,18,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,9,26,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,9,26,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,10,13,Lepidoptera,Pieridae,Phoebis,sennae,597767
2018,10,18,Lepidoptera,Pieridae,Phoebis,sennae,1301525
2020,4,11,Lepidoptera,Pieridae,Phoebis,sennae,1923420
2020,8,10,Lepidoptera,Pieridae,Phoebis,sennae,1424273
2020,9,4,Lepidoptera,Pieridae,Phoebis,sennae,3581827
2008,6,3,Lepidoptera,Pieridae,Pontia,protodice,3785
2017,4,13,Lepidoptera,Pieridae,Zerene,cesonia,437666
2017,9,22,Lepidoptera,Pieridae,Zerene,cesonia,597767
2017,5,1,Lepidoptera,Pieridae,,,440420
2018,1,6,Lepidoptera,Pyralidae,Plodia,interpunctella,1273715
2019,9,16,Lepidoptera,Riodinidae,Calephelis,arizonensis,2176369
2016,10,28,Lepidoptera,Saturniidae,Syssphinx,hubbardi,359549
2018,11,5,Lepidoptera,Saturniidae,,,1301525
2017,4,25,Lepidoptera,Sphingidae,Hyles,lineata,437666
2017,8,5,Lepidoptera,Sphingidae,Hyles,lineata,526494
2017,9,16,Lepidoptera,Sphingidae,Hyles,lineata,550536
2018,3,18,Lepidoptera,Sphingidae,Hyles,lineata,850533
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,841116
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,845315
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844329
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,312304
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,845294
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,845299
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844078
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844131
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,841499
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,843664
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,841209
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844063
2018,4,24,Lepidoptera,Sphingidae,Hyles,lineata,841110
2018,10,6,Lepidoptera,Sphingidae,Hyles,lineata,1343506
2019,3,28,Lepidoptera,Sphingidae,Hyles,lineata,1273746
2019,9,13,Lepidoptera,Sphingidae,Hyles,lineata,2213054
2020,8,22,Lepidoptera,Sphingidae,Hyles,lineata,2805550
2020,9,19,Lepidoptera,Sphingidae,Hyles,lineata,3539312
2017,8,13,Lepidoptera,Sphingidae,Manduca,rustica,490159
2017,10,11,Lepidoptera,Sphingidae,Manduca,rustica,558040
2018,7,25,Lepidoptera,Sphingidae,Manduca,rustica,1121136
2018,9,11,Lepidoptera,Sphingidae,Manduca,rustica,572152
2018,9,12,Lepidoptera,Sphingidae,Manduca,rustica,904914
2018,9,20,Lepidoptera,Sphingidae,Manduca,rustica,1455266
2018,9,30,Lepidoptera,Sphingidae,Manduca,rustica,284246
2018,9,30,Lepidoptera,Sphingidae,Manduca,rustica,284246
2018,11,14,Lepidoptera,Sphingidae,Manduca,rustica,1355203
2018,11,14,Lepidoptera,Sphingidae,Manduca,rustica,1355203
2018,11,21,Lepidoptera,Sphingidae,Manduca,rustica,904914
2018,12,1,Lepidoptera,Sphingidae,Manduca,rustica,941589
2019,5,28,Lepidoptera,Sphingidae,Manduca,rustica,284685
2019,9,5,Lepidoptera,Sphingidae,Manduca,rustica,2212242
2019,9,18,Lepidoptera,Sphingidae,Manduca,rustica,904914
2019,10,10,Lepidoptera,Sphingidae,Manduca,rustica,2276891
2019,11,10,Lepidoptera,Sphingidae,Manduca,rustica,2431512
2020,7,12,Lepidoptera,Sphingidae,Manduca,rustica,2317842
2020,8,2,Lepidoptera,Sphingidae,Manduca,rustica,1879173
2020,9,6,Lepidoptera,Sphingidae,Manduca,rustica,3522054
2019,8,21,Lepidoptera,Sphingidae,Manduca,sexta,1923420
2020,9,18,Lepidoptera,Sphingidae,Manduca,sexta,3546723
2017,6,20,Lepidoptera,Sphingidae,Pachysphinx,occidentalis,272756
2017,9,27,Lepidoptera,Sphingidae,Pachysphinx,occidentalis,437666
2016,8,24,Lepidoptera,Sphingidae,Sphinx,chersis,312548
2016,10,12,Lepidoptera,Sphingidae,Sphinx,chersis,287211
2018,4,23,Lepidoptera,Sphingidae,Sphinx,chersis,841209
2018,9,21,Lepidoptera,Sphingidae,Sphinx,chersis,904914
2018,11,13,Lepidoptera,Sphingidae,Sphinx,chersis,904914
2018,11,13,Lepidoptera,Sphingidae,Sphinx,chersis,1264441
2018,11,20,Lepidoptera,Sphingidae,Sphinx,chersis,1273779
2018,11,27,Lepidoptera,Sphingidae,Sphinx,chersis,1368014
2018,11,30,Lepidoptera,Sphingidae,Sphinx,chersis,1306058
2019,9,26,Lepidoptera,Sphingidae,Sphinx,chersis,579856
2016,4,12,Lepidoptera,Sphingidae,,,181400
2016,4,14,Lepidoptera,Sphingidae,,,215393
2017,4,13,Lepidoptera,Sphingidae,,,443720
2017,4,13,Lepidoptera,Sphingidae,,,411236
2019,7,9,Lepidoptera,Sphingidae,,,2122967
2019,11,10,Lepidoptera,Sphingidae,,,2431512
2019,11,26,Lepidoptera,Sphingidae,,,550536
2020,3,25,Lepidoptera,Sphingidae,,,2251296
2020,7,9,Lepidoptera,Tineidae,,,2408653
2016,4,5,Lepidoptera,Zygaenidae,Harrisina,metallica,210789
2016,4,5,Lepidoptera,Zygaenidae,Harrisina,metallica,210800
2016,4,5,Lepidoptera,Zygaenidae,Harrisina,metallica,181400
2018,9,23,Lepidoptera,Zygaenidae,Harrisina,metallica,904914
